year,title,author,price,Shortlist/Longlist/Winner,ISBN-10,date,ISBN-13
2016,"Fremde Seele, dunkler Wald",Reinhard Kaiser-Mühlecker,Österreichischer Buchpreis,Longlist,3104035180,9/6/2016,9783104035185
2016,Verbannt!,Ann Cotten,Österreichischer Buchpreis,Longlist,3518744321,9/6/2016,9783518744321
2017,Strategien der Wirtsfindung,Brigitta Falkner,Österreichischer Buchpreis,Shortlist,3957574021,10/10/2017,9783957574022
2017,Klartraum,Olga Flor,Österreichischer Buchpreis,Shortlist,399027158X,10/10/2017,9783990271582
2017,"Der Tag, an dem mein Großvater ein Held war",Paulus Hochgatterer,Österreichischer Buchpreis,Shortlist,3552063609,10/10/2017,9783552063600
2017,Tiere für Fortgeschrittene,Eva Menasse,Österreichischer Buchpreis,Winner,3462315870,10/10/2017,9783462315875
2017,Die Hauptstadt,Robert Menasse,Österreichischer Buchpreis,Shortlist,3518735829,10/10/2017,9783518735824
2017,Val Di Non,Oswald Egger,Österreichischer Buchpreis,Longlist,3835340646,9/5/2017,9783835340640
2017,Alles über Beziehungen,Doris Knecht,Österreichischer Buchpreis,Longlist,3644124515,9/5/2017,9783644124516
2017,Autolyse Wien,Karin Peschka,Österreichischer Buchpreis,Longlist,370136253X,9/5/2017,9783701362530
2017,Die Außerirdischen,Doron Rabinovici,Österreichischer Buchpreis,Longlist,3518737562,9/5/2017,9783518737569
2017,Fortuna. Aus dem Magazin des Glücks,Franz Schuh,Österreichischer Buchpreis,Longlist,3552058206,9/5/2017,9783552058200
2018,Herr Katō spielt Familie,Milena Michiko Flašar,Österreichischer Buchpreis,Shortlist,3803142326,10/9/2018,9783803142320
2018,All die Nacht über uns,Gerhard Jäger,Österreichischer Buchpreis,Shortlist,3711753736,10/9/2018,9783711753731
2018,Die Büglerin,Heinrich Steinfest,Österreichischer Buchpreis,Shortlist,3492990983,10/9/2018,9783492990981
2018,"Laß dich heimgeigen, Vater, oder Den Tod ins Herz mir schreibe",Josef Winkler,Österreichischer Buchpreis,Shortlist,3518757172,10/9/2018,9783518757178
2018,Königin der Berge,Daniel Wisser,Österreichischer Buchpreis,Winner,3641148170,10/9/2018,9783641148171
2018,Dunkelgrün fast schwarz,Mareike Fallwickl,Österreichischer Buchpreis,Longlist,3627022580,9/5/2018,9783627022587
2018,Unter der Drachenwand,Arno Geiger,Österreichischer Buchpreis,Longlist,3446259384,9/5/2018,9783446259386
2018,Die vier Weltteile,Hanno Millesi,Österreichischer Buchpreis,Longlist,3903005711,9/5/2018,9783903005716
2018,Kein Platz mehr,Margit Schreiner,Österreichischer Buchpreis,Longlist,3895612812,9/5/2018,9783895612817
2018,Das Feld,Robert Seethaler,Österreichischer Buchpreis,Longlist,3446260668,9/5/2018,9783446260665
2019,Das flüssige Land,Raphaela Edelbauer,Österreichischer Buchpreis,Shortlist,3608191968,10/8/2019,9783608191967
2019,Abenteuerliche Reise durch mein Zimmer,Karl-Markus Gauß,Österreichischer Buchpreis,Shortlist,3552059393,10/8/2019,9783552059399
2019,Als ich jung war,Norbert Gstrein,Österreichischer Buchpreis,Winner,3446265457,10/8/2019,9783446265455
2019,Mutter brennt,Sophie Reyer,Österreichischer Buchpreis,Shortlist,3707607755,10/8/2019,9783707607758
2019,Der Trost runder Dinge,Clemens J. Setz,Österreichischer Buchpreis,Shortlist,3518761358,10/8/2019,9783518761359
2019,Blaumann,Harald Darer,Österreichischer Buchpreis,Longlist,3711753949,9/4/2019,9783711753946
2019,Schotter,Florjan Lipuš,Österreichischer Buchpreis,Longlist,399027192X,9/4/2019,9783990271926
2019,Die Hölle ist leer – die Teufel sind alle hier,Gerhard Roth,Österreichischer Buchpreis,Longlist,3104901724,9/4/2019,9783104901725
2019,Flammenwand,Marlene Streeruwitz,Österreichischer Buchpreis,Longlist,3104908877,9/4/2019,9783104908878
2019,Die Nachkommende,Ivna Žic,Österreichischer Buchpreis,Longlist,3957578175,9/4/2019,9783957578174
2020,Die Infantin trägt den Scheitel links,Helena Adler,Österreichischer Buchpreis,Shortlist,3990271776,11/9/2020,9783990271773
2020,Geschichten mit Marianne,Xaver Bayer,Österreichischer Buchpreis,Winner,399027175X,11/9/2020,9783990271759
2020,Die Bagage,Monika Helfer,Österreichischer Buchpreis,Shortlist,3446267328,11/9/2020,9783446267329
2020,"Putzt euch, tanzt, lacht",Karin Peschka,Österreichischer Buchpreis,Shortlist,3701362742,11/9/2020,9783701362745
2020,Feenstaub,Cornelia Travnicek,Österreichischer Buchpreis,Shortlist,3711754155,11/9/2020,9783711754158
2020,Mutter. Chronik eines Abschieds,Melitta Breznik,Österreichischer Buchpreis,Longlist,3641185084,11/9/2020,9783641185084
2020,Mondbeben,Ludwig Fels,Österreichischer Buchpreis,Longlist,3990271768,11/9/2020,9783990271766
2020,Ousia,Verena Stauffer,Österreichischer Buchpreis,Longlist,3627023021,11/9/2020,9783627023027
2020,Fremdes Licht,Michael Stavarič,Österreichischer Buchpreis,Longlist,3641208955,11/9/2020,9783641208950
2020,Doppelte Spur,Ilija Trojanow,Österreichischer Buchpreis,Longlist,3104912033,11/9/2020,9783104912035
2021,Nil,Anna Baar,Österreichischer Buchpreis,Shortlist,3835346717,9/2/2021,9783835346710
2021,Neun seltsame Frauen,Daniela Chana,Österreichischer Buchpreis,Shortlist,399039195X,9/2/2021,9783990391952
2021,DAVE,Raphaela Edelbauer,Österreichischer Buchpreis,Winner,3608191968,9/2/2021,9783608191967
2021,Morituri,Olga Flor,Österreichischer Buchpreis,Shortlist,3990271806,9/2/2021,9783990271803
2021,Mein Lieblingstier heißt Winter,Ferdinand Schmalz,Österreichischer Buchpreis,Shortlist,3103974000,9/2/2021,9783103974003
2021,Vati,Monika Helfer,Österreichischer Buchpreis,Longlist,3446269908,9/2/2021,9783446269903
2021,Der Charme der langen Wege,Hanno Millesi,Österreichischer Buchpreis,Longlist,3990650637,9/2/2021,9783990650639
2021,Das Glück ist eine Bohne,Teresa Präauer,Österreichischer Buchpreis,Longlist,3835346733,9/2/2021,9783835346734
2021,1431,Sophie Reyer,Österreichischer Buchpreis,Longlist,3707607755,9/2/2021,9783707607758
2021,Lachen und Sterben,Franz Schuh,Österreichischer Buchpreis,Longlist,3552072446,9/2/2021,9783552072442
2022,Fretten,Helena Adler,Österreichischer Buchpreis,Shortlist,3990271903,9/6/2022,9783990271902
2022,Wilderer,Reinhard Kaiser-Mühlecker,Österreichischer Buchpreis,Shortlist,3104914540,9/6/2022,9783104914541
2022,Geschichte eines Kindes,Anna Kim,Österreichischer Buchpreis,Shortlist,3518772325,9/6/2022,9783518772324
2022,Die Erweiterung,Robert Menasse,Österreichischer Buchpreis,Shortlist,3518430807,9/6/2022,9783518430804
2022,Mon Chéri und unsere demolierten Seelen,Verena Roßbacher,Österreichischer Buchpreis,Winner,346230285X,9/6/2022,9783462302851
2022,Atemhaut,Iris Blauensteiner,Österreichischer Buchpreis,Longlist,321801056X,9/6/2022,9783218010566
2022,Die Dringlichkeit der Dinge,Markus Grundtner,Österreichischer Buchpreis,Longlist,3903322555,9/6/2022,9783903322554
2022,Bettgeschichten und andere,Monika Helfer,Österreichischer Buchpreis,Longlist,3903290718,9/6/2022,9783903290716
2022,Mädchen,Teresa Präauer,Österreichischer Buchpreis,Longlist,383534871X,9/6/2022,9783835348714
2022,Quecksilberlicht,Thomas Stangl,Österreichischer Buchpreis,Longlist,3751800859,9/6/2022,9783751800853
2023,"Oben Erde, unten Himmel",Milena Michiko Flašar,Österreichischer Buchpreis,Shortlist,3803143632,9/5/2023,9783803143631
2023,Eigentum,Wolf Haas,Österreichischer Buchpreis,Shortlist,3446278834,9/5/2023,9783446278837
2023,Nachtfrauen,Maja Haderlap,Österreichischer Buchpreis,Shortlist,351877736X,9/5/2023,9783518777367
2023,Kochen im falschen Jahrhundert,Teresa Präauer,Österreichischer Buchpreis,Shortlist,3835349953,9/5/2023,9783835349957
2023,Monde vor der Landung,Clemens J. Setz,Österreichischer Buchpreis,Winner,3518474154,9/5/2023,9783518474150
2023,Wovon wir leben,Birgit Birnbacher,Österreichischer Buchpreis,Longlist,3552073477,9/5/2023,9783552073470
2023,Wir werden fliegen,Susanne Gregor,Österreichischer Buchpreis,Longlist,3627023161,9/5/2023,9783627023164
2023,Begabte Bäume,Bodo Hell,Österreichischer Buchpreis,Longlist,3104920621,9/5/2023,9783104920627
2023,Dschomba,Karin Peschka,Österreichischer Buchpreis,Longlist,370136303X,9/5/2023,9783701363032
2023,Kleine Schule des Fliegens,Christina Walker,Österreichischer Buchpreis,Longlist,3992003434,9/5/2023,9783992003433
2024,Zitronen,Valerie Fritsch,Österreichischer Buchpreis,Shortlist,3518431722,9/5/2024,9783518431726
2024,Content,Elias Hirschl,Österreichischer Buchpreis,Shortlist,3552072632,9/5/2024,9783552072633
2024,Brennende Felder,Reinhard Kaiser-Mühlecker,Österreichischer Buchpreis,Winner,3104918872,9/5/2024,9783104918877
2024,Fischgrätentage,Elke Laznia,Österreichischer Buchpreis,Shortlist,3990142569,9/5/2024,9783990142561
2024,Siebenmeilenherz,Katharina Winkler,Österreichischer Buchpreis,Shortlist,3214175866,9/5/2024,9783214175863
2024,Reise nach Laredo,Arno Geiger,Österreichischer Buchpreis,Longlist,3446280839,9/5/2024,9783446280830
2024,Das Philosophenschiff,Michael Köhlmeier,Österreichischer Buchpreis,Longlist,3446271589,9/5/2024,9783446271586
2024,Kleine Monster,Jessica Lind,Österreichischer Buchpreis,Longlist,3446281444,9/5/2024,9783446281448
2024,Lauter,Stephan Roiss,Österreichischer Buchpreis,Longlist,399027306X,9/5/2024,9783990273067
2024,Beteigeuze,Barbara Zeman,Österreichischer Buchpreis,Longlist,342344486X,9/5/2024,9783423444866
,,,,,1718500688,,9781718500686
2009,Home,Marilynne Robinson,Women's Prize for Fiction,Winner,1350106976,6/3/2009,9781350106970
2009,Scottsboro,Ellen Feldman,Women's Prize for Fiction,Shortlist,0393068390,6/3/2009,9780393068399
2009,The Wilderness,Samantha Harvey,Women's Prize for Fiction,Shortlist,,6/3/2009,
2009,The Invention of Everything Else,Samantha Hunt,Women's Prize for Fiction,Shortlist,0547347049,6/3/2009,9780547347042
2009,Molly Fox's Birthday,Deirdre Madden,Women's Prize for Fiction,Shortlist,1443853283,6/3/2009,9781443853286
2009,Burnt Shadows,Kamila Shamsie,Women's Prize for Fiction,Shortlist,1408803984,6/3/2009,9781408803981
2010,The Lacuna,Barbara Kingsolver,Women's Prize for Fiction,Winner,0061959677,6/2/2010,9780061959677
2010,The Very Thought of You,Rosie Alison,Women's Prize for Fiction,Shortlist,1451613989,6/2/2010,9781451613988
2010,Black Water Rising,Attica Locke,Women's Prize for Fiction,Shortlist,1847652646,6/2/2010,9781847652645
2010,Wolf Hall,Hilary Mantel,Women's Prize for Fiction,Shortlist,1474296513,6/2/2010,9781474296519
2010,A Gate at the Stairs,Lorrie Moore,Women's Prize for Fiction,Shortlist,0307273210,6/2/2010,9780307273215
2010,The White Woman on the Green Bicycle,Monique Roffey,Women's Prize for Fiction,Shortlist,1847375006,6/2/2010,9781847375001
2011,The Tiger's Wife,Téa Obreht,Women's Prize for Fiction,Winner,0679604367,6/1/2011,9780679604365
2011,Room,Emma Donoghue,Women's Prize for Fiction,Shortlist,135041915X,6/1/2011,9781350419155
2011,The Memory of Love,Aminatta Forna,Women's Prize for Fiction,Shortlist,1408809656,6/1/2011,9781408809655
2011,Grace Williams Says it Loud,Emma Henderson,Women's Prize for Fiction,Shortlist,1848946392,6/1/2011,9781848946392
2011,Great House,Nicole Krauss,Women's Prize for Fiction,Shortlist,3110525518,6/1/2011,9783110525519
2011,Annabel,Kathleen Winter,Women's Prize for Fiction,Shortlist,346230853X,6/1/2011,9783462308532
2012,The Song of Achilles,Madeline Miller,Women's Prize for Fiction,Winner,1408826135,5/30/2012,9781408826133
2012,Half-Blood Blues,Esi Edugyan,Women's Prize for Fiction,Shortlist,0888648367,5/30/2012,9780888648365
2012,The Forgotten Waltz,Anne Enright,Women's Prize for Fiction,Shortlist,1527557332,5/30/2012,9781527557338
2012,Painter of Silence,Georgina Harding,Women's Prize for Fiction,Shortlist,1408821125,5/30/2012,9781408821121
2012,Foreign Bodies,Cynthia Ozick,Women's Prize for Fiction,Shortlist,0857895834,5/30/2012,9780857895837
2012,State of Wonder,Ann Patchett,Women's Prize for Fiction,Shortlist,342343418X,5/30/2012,9783423434188
2013,May We Be Forgiven,A. M. Homes,Women's Prize for Fiction,Winner,1101601140,5/22/2013,9781101601143
2013,Life After Life,Kate Atkinson,Women's Prize for Fiction,Shortlist,0606322663,5/22/2013,9780606322669
2013,Flight Behaviour,Barbara Kingsolver,Women's Prize for Fiction,Shortlist,1498942253,5/22/2013,9781498942256
2013,Bring Up the Bodies,Hilary Mantel,Women's Prize for Fiction,Shortlist,000747735X,5/22/2013,9780007477357
2013,"Where'd You Go, Bernadette",Maria Semple,Women's Prize for Fiction,Shortlist,,5/22/2013,
2013,NW,Zadie Smith,Women's Prize for Fiction,Shortlist,346230853X,5/22/2013,9783462308532
2014,A Girl Is a Half-formed Thing,Eimear McBride,Women's Prize for Fiction,Winner,0571317170,6/4/2014,9780571317172
2014,Americanah,Chimamanda Ngozi Adichie,Women's Prize for Fiction,Shortlist,0307962121,6/4/2014,9780307962126
2014,Burial Rites,Hannah Kent,Women's Prize for Fiction,Shortlist,1447233182,6/4/2014,9781447233183
2014,The Lowland,Jhumpa Lahiri,Women's Prize for Fiction,Shortlist,1408844559,6/4/2014,9781408844557
2014,The Undertaking,Audrey Magee,Women's Prize for Fiction,Shortlist,1782391045,6/4/2014,9781782391043
2014,The Goldfinch,Donna Tartt,Women's Prize for Fiction,Shortlist,3656925348,6/4/2014,9783656925347
2015,How to Be Both,Ali Smith,Women's Prize for Fiction,Winner,3031407954,6/3/2015,9783031407956
2015,Outline,Rachel Cusk,Women's Prize for Fiction,Shortlist,1473523966,6/3/2015,9781473523968
2015,The Bees,Laline Paull,Women's Prize for Fiction,Shortlist,,6/3/2015,
2015,A God in Every Stone,Kamila Shamsie,Women's Prize for Fiction,Shortlist,1408847221,6/3/2015,9781408847220
2015,A Spool of Blue Thread,Anne Tyler,Women's Prize for Fiction,Shortlist,1473513162,6/3/2015,9781473513167
2015,The Paying Guests,Sarah Waters,Women's Prize for Fiction,Shortlist,1137506083,6/3/2015,9781137506085
2016,The Glorious Heresies,Lisa McInerney,Women's Prize for Fiction,Winner,0804189080,6/8/2016,9780804189088
2016,Ruby,Cynthia Bond,Women's Prize for Fiction,Shortlist,022640580X,6/8/2016,9780226405803
2016,The Green Road,Anne Enright,Women's Prize for Fiction,Shortlist,3319964305,6/8/2016,9783319964300
2016,The Portable Veblen,Elizabeth McKenzie,Women's Prize for Fiction,Shortlist,0698411145,6/8/2016,9780698411142
2016,The Improbability of Love,Hannah Rothschild,Women's Prize for Fiction,Shortlist,1101874155,6/8/2016,9781101874158
2016,A Little Life,Hanya Yanagihara,Women's Prize for Fiction,Shortlist,1478021543,6/8/2016,9781478021544
2017,The Power,Naomi Alderman,Women's Prize for Fiction,Winner,1527546438,6/7/2017,9781527546431
2017,Stay With Me,Ayọ̀bámi Adébáyọ̀,Women's Prize for Fiction,Shortlist,045149461X,6/7/2017,9780451494610
2017,The Dark Circle,Linda Grant,Women's Prize for Fiction,Shortlist,0349006776,6/7/2017,9780349006772
2017,The Sport of Kings,C. E. Morgan,Women's Prize for Fiction,Shortlist,342343418X,6/7/2017,9783423434188
2017,First Love,Gwendoline Riley,Women's Prize for Fiction,Shortlist,1783783257,6/7/2017,9781783783250
2017,Do Not Say We Have Nothing,Madeleine Thien,Women's Prize for Fiction,Shortlist,1783782684,6/7/2017,9781783782680
2018,Home Fire,Kamila Shamsie,Women's Prize for Fiction,Winner,073521770X,6/6/2018,9780735217706
2018,The Idiot,Elif Batuman,Women's Prize for Fiction,Shortlist,1101622512,6/6/2018,9781101622513
2018,The Mermaid and Mrs. Hancock,Imogen Hermes Gowar,Women's Prize for Fiction,Shortlist,1473548012,6/6/2018,9781473548015
2018,Sight,Jessie Greengrass,Women's Prize for Fiction,Shortlist,1473652383,6/6/2018,9781473652385
2018,"When I hit you: or, a Portrait of the Writer as a Young Wife",Meena Kandasamy,Women's Prize for Fiction,Shortlist,9819726573,6/6/2018,9789819726578
2018,"Sing, Unburied, Sing",Jesmyn Ward,Women's Prize for Fiction,Shortlist,1501126091,6/6/2018,9781501126093
2019,An American Marriage,Tayari Jones,Women's Prize for Fiction,Winner,1616207604,6/5/2019,9781616207601
2019,The Silence of the Girls,Pat Barker,Women's Prize for Fiction,Shortlist,0241983215,6/5/2019,9780241983218
2019,"My Sister, the Serial Killer",Oyinkan Braithwaite,Women's Prize for Fiction,Shortlist,,6/5/2019,
2019,Milkman,Anna Burns,Women's Prize for Fiction,Shortlist,1350074748,6/5/2019,9781350074743
2019,Ordinary People,Diana Evans,Women's Prize for Fiction,Shortlist,1473549418,6/5/2019,9781473549418
2019,Circe,Madeline Miller,Women's Prize for Fiction,Shortlist,6020628957,6/5/2019,9786020628950
2020,Hamnet,Maggie O'Farrell,Women's Prize for Fiction,Winner,1984898876,6/3/2020,9781984898876
2020,Dominicana,Angie Cruz,Women's Prize for Fiction,Shortlist,152930489X,6/3/2020,9781529304893
2020,"Girl, Woman, Other",Bernardine Evaristo,Women's Prize for Fiction,Shortlist,342343192X,6/3/2020,9783423431927
2020,A Thousand Ships,Natalie Haynes,Women's Prize for Fiction,Shortlist,1509836225,6/3/2020,9781509836222
2020,The Mirror & the Light,Hilary Mantel,Women's Prize for Fiction,Shortlist,1641663235,6/3/2020,9781641663236
2020,Weather,Jenny Offill,Women's Prize for Fiction,Shortlist,0385351119,6/3/2020,9780385351119
2021,Piranesi,Susanna Clarke,Women's Prize for Fiction,Winner,1526622440,6/9/2021,9781526622440
2021,The Vanishing Half,Brit Bennett,Women's Prize for Fiction,Shortlist,,6/9/2021,
2021,Unsettled Ground,Claire Fuller,Women's Prize for Fiction,Shortlist,0241457475,6/9/2021,9780241457474
2021,Transcendent Kingdom,Yaa Gyasi,Women's Prize for Fiction,Shortlist,0241988667,6/9/2021,9780241988664
2021,How the One-Armed Sister Sweeps Her House,Cherie Jones,Women's Prize for Fiction,Shortlist,1472268768,6/9/2021,9781472268761
2021,No One Is Talking About This,Patricia Lockwood,Women's Prize for Fiction,Shortlist,0593189604,6/9/2021,9780593189603
2022,The Book of Form and Emptiness,Ruth Ozeki,Women's Prize for Fiction,Winner,0399563652,6/15/2022,9780399563652
2022,The Bread the Devil Knead,Lisa Allen-Agostini,Women's Prize for Fiction,Shortlist,1912408988,6/15/2022,9781912408986
2022,The Sentence,Louise Erdrich,Women's Prize for Fiction,Shortlist,1472156986,6/15/2022,9781472156983
2022,Sorrow and Bliss,Meg Mason,Women's Prize for Fiction,Shortlist,147462300X,6/15/2022,9781474623001
2022,The Island of Missing Trees,Elif Shafak,Women's Prize for Fiction,Shortlist,1635578604,6/15/2022,9781635578607
2022,Great Circle,Maggie Shipstead,Women's Prize for Fiction,Shortlist,0525656987,6/15/2022,9780525656982
2023,Demon Copperhead,Barbara Kingsolver,Women's Prize for Fiction,Winner,,6/7/2023,
2023,Fire Rush,Jacqueline Crooks,Women's Prize for Fiction,Shortlist,147359474X,6/7/2023,9781473594746
2023,Trespasses,Louise Kennedy,Women's Prize for Fiction,Shortlist,1526652439,6/7/2023,9781526652430
2023,Black Butterflies,Priscilla Morris,Women's Prize for Fiction,Shortlist,0593946766,6/7/2023,9780593946763
2023,The Marriage Portrait,Maggie O'Farrell,Women's Prize for Fiction,Shortlist,1472223861,6/7/2023,9781472223869
2023,Pod,Laline Paull,Women's Prize for Fiction,Shortlist,1472156595,6/7/2023,9781472156594
2024,Brotherless Night,V. V. Ganeshananthan,Women's Prize for Fiction,Winner,0241997682,6/5/2024,9780241997680
2024,"The Wren, The Wren",Anne Enright,Women's Prize for Fiction,Shortlist,1529912571,6/5/2024,9781529912579
2024,Restless Dolly Maunder,Kate Grenville,Women's Prize for Fiction,Shortlist,1805302493,6/5/2024,9781805302490
2024,Enter Ghost,Isabella Hammad,Women's Prize for Fiction,Shortlist,1529194547,6/5/2024,9781529194548
2024,Soldier Sailor,Claire Kilroy,Women's Prize for Fiction,Shortlist,166805180X,6/5/2024,9781668051801
2024,"River East, River West",Aube Rey Lescure,Women's Prize for Fiction,Shortlist,0715655396,6/5/2024,9780715655399
,,,,,1718500688,,9781718500686
2009,Let the Great World Spin,Colum McCann,National Book Award for Fiction,Winner,1588368734,11/18/2009,9781588368737
2009,American Salvage,Bonnie Jo Campbell,National Book Award for Fiction,Shortlist,0814334121,11/18/2009,9780814334126
2009,"In Other Rooms, Other Wonders",Daniyal Mueenuddin,National Book Award for Fiction,Shortlist,1408810840,11/18/2009,9781408810842
2009,Lark and Termite,Jayne Anne Phillips,National Book Award for Fiction,Shortlist,1446450023,11/18/2009,9781446450024
2009,Far North,Marcel Theroux,National Book Award for Fiction,Shortlist,0571270484,11/18/2009,9780571270484
2010,Lord of Misrule,Jaimy Gordon,National Book Award for Fiction,Winner,0857386727,11/17/2010,9780857386724
2010,Parrot and Olivier in America,Peter Carey,National Book Award for Fiction,Shortlist,0571253334,11/17/2010,9780571253333
2010,Great House,Nicole Krauss,National Book Award for Fiction,Shortlist,3110525518,11/17/2010,9783110525519
2010,So Much for That,Lionel Shriver,National Book Award for Fiction,Shortlist,,11/17/2010,9798855800265
2010,I Hotel,Karen Tei Yamashita,National Book Award for Fiction,Shortlist,1643360329,11/17/2010,9781643360324
2011,Salvage the Bones,Jesmyn Ward,National Book Award for Fiction,Winner,1501361791,11/16/2011,9781501361791
2011,The Sojourn,Andrew Krivak,National Book Award for Fiction,Shortlist,1934137413,11/16/2011,9781934137413
2011,The Tiger's Wife,Téa Obreht,National Book Award for Fiction,Shortlist,082643696X,11/16/2011,9780826436962
2011,The Buddha in the Attic,Julie Otsuka,National Book Award for Fiction,Shortlist,0307700461,11/16/2011,9780307700469
2011,Binocular Vision,Edith Pearlman,National Book Award for Fiction,Shortlist,178227023X,11/16/2011,9781782270232
2012,The Round House,Louise Erdrich,National Book Award for Fiction,Winner,1498935451,11/14/2012,9781498935456
2012,This Is How You Lose Her,Junot Díaz,National Book Award for Fiction,Shortlist,1101596953,11/14/2012,9781101596951
2012,A Hologram for the King,Dave Eggers,National Book Award for Fiction,Shortlist,0241964342,11/14/2012,9780241964347
2012,Billy Lynn's Long Halftime Walk,Ben Fountain,National Book Award for Fiction,Shortlist,1003849334,11/14/2012,9781003849339
2012,The Yellow Birds,Kevin Powers,National Book Award for Fiction,Shortlist,1444756168,11/14/2012,9781444756166
2013,The Good Lord Bird,James McBride,National Book Award for Fiction,Winner,1101616180,11/20/2013,9781101616185
2013,The Flamethrowers,Rachel Kushner,National Book Award for Fiction,Shortlist,144818228X,11/20/2013,9781448182282
2013,The Lowland,Jhumpa Lahiri,National Book Award for Fiction,Shortlist,1408844559,11/20/2013,9781408844557
2013,Bleeding Edge,Thomas Pynchon,National Book Award for Fiction,Shortlist,1448189756,11/20/2013,9781448189755
2013,Tenth of December: Stories,George Saunders,National Book Award for Fiction,Shortlist,3319499327,11/20/2013,9783319499321
2014,Redeployment,Phil Klay,National Book Award for Fiction,Winner,0857864254,11/19/2014,9780857864253
2014,An Unnecessary Woman,Rabih Alameddine,National Book Award for Fiction,Shortlist,0802192874,11/19/2014,9780802192875
2014,All the Light We Cannot See,Anthony Doerr,National Book Award for Fiction,Shortlist,1476746583,11/19/2014,9781476746586
2014,Station Eleven,Emily St. John Mandel,National Book Award for Fiction,Shortlist,1447269004,11/19/2014,9781447269007
2014,Lila,Marilynne Robinson,National Book Award for Fiction,Shortlist,1350106976,11/19/2014,9781350106970
2015,Fortune Smiles,Adam Johnson,National Book Award for Fiction,Winner,0812997484,11/18/2015,9780812997484
2015,Refund,Karen Bender,National Book Award for Fiction,Shortlist,1619021803,11/18/2015,9781619021808
2015,The Turner House,Angela Flournoy,National Book Award for Fiction,Shortlist,0544303164,11/18/2015,9780544303164
2015,Fates and Furies,Lauren Groff,National Book Award for Fiction,Shortlist,1945048433,11/18/2015,9781945048432
2015,A Little Life,Hanya Yanagihara,National Book Award for Fiction,Shortlist,1478021543,11/18/2015,9781478021544
2016,The Underground Railroad,Colson Whitehead,National Book Award for Fiction,Winner,1410392880,11/16/2016,9781410392886
2016,The Throwback Special,Chris Bachelder,National Book Award for Fiction,Shortlist,0393249476,11/16/2016,9780393249477
2016,News of the World,Paulette Jiles,National Book Award for Fiction,Shortlist,1683785894,11/16/2016,9781683785897
2016,The Association of Small Bombs,Karan Mahajan,National Book Award for Fiction,Shortlist,0698407067,11/16/2016,9780698407060
2016,Another Brooklyn,Jacqueline Woodson,National Book Award for Fiction,Shortlist,1786070855,11/16/2016,9781786070852
2017,"Sing, Unburied, Sing",Jesmyn Ward,National Book Award for Fiction,Winner,1501126091,11/15/2017,9781501126093
2017,Dark at the Crossing,Elliot Ackerman,National Book Award for Fiction,Shortlist,1101947381,11/15/2017,9781101947388
2017,The Leavers,Lisa Ko,National Book Award for Fiction,Shortlist,161620804X,11/15/2017,9781616208042
2017,Pachinko,Min Jin Lee,National Book Award for Fiction,Shortlist,0520398726,11/15/2017,9780520398726
2017,Her Body and Other Parties,Carmen Maria Machado,National Book Award for Fiction,Shortlist,1782834044,11/15/2017,9781782834045
2018,The Friend,Sigrid Nunez,National Book Award for Fiction,Winner,073521946X,11/14/2018,9780735219465
2018,A Lucky Man,Jamel Brinkley,National Book Award for Fiction,Shortlist,1782835881,11/14/2018,9781782835882
2018,Florida,Lauren Groff,National Book Award for Fiction,Shortlist,0698405145,11/14/2018,9780698405141
2018,Where the Dead Sit Talking,Brandon Hobson,National Book Award for Fiction,Shortlist,161695888X,11/14/2018,9781616958886
2018,The Great Believers,Rebecca Makkai,National Book Award for Fiction,Shortlist,0735223548,11/14/2018,9780735223547
2019,Trust Exercise,Susan Choi,National Book Award for Fiction,Winner,1250309891,11/20/2019,9781250309891
2019,Sabrina & Corina,Kali Fajardo-Anstine,National Book Award for Fiction,Shortlist,1666929794,11/20/2019,9781666929799
2019,"Black Leopard, Red Wolf",Marlon James,National Book Award for Fiction,Shortlist,0241981840,11/20/2019,9780241981849
2019,The Other Americans,Laila Lalami,National Book Award for Fiction,Shortlist,1524747157,11/20/2019,9781524747152
2019,Disappearing Earth,Julia Phillips,National Book Award for Fiction,Shortlist,0525520422,11/20/2019,9780525520429
2020,Interior Chinatown,Charles Yu,National Book Award for Fiction,Winner,606441281X,11/18/2020,9786064412812
2020,Leave the World Behind,Rumaan Alam,National Book Award for Fiction,Shortlist,,11/18/2020,
2020,A Children's Bible,Lydia Millet,National Book Award for Fiction,Shortlist,1324005041,11/18/2020,9781324005049
2020,The Secret Lives of Church Ladies,Deesha Philyaw,National Book Award for Fiction,Shortlist,1911590707,11/18/2020,9781911590705
2020,Shuggie Bain,Douglas Stuart,National Book Award for Fiction,Shortlist,1040172253,11/18/2020,9781040172254
2021,Hell of a Book,Jason Mott,National Book Award for Fiction,Winner,1789149878,11/17/2021,9781789149876
2021,Cloud Cuckoo Land,Anthony Doerr,National Book Award for Fiction,Shortlist,1982168455,11/17/2021,9781982168452
2021,Matrix,Lauren Groff,National Book Award for Fiction,Shortlist,0698405137,11/17/2021,9780698405134
2021,Zorrie,Laird Hunt,National Book Award for Fiction,Shortlist,152942352X,11/17/2021,9781529423525
2021,The Prophets,Robert Jones Jr.,National Book Award for Fiction,Shortlist,1009159712,11/17/2021,9781009159715
2022,The Rabbit Hutch,Tess Gunty,National Book Award for Fiction,Winner,0861543661,11/16/2022,9780861543663
2022,The Birdcatcher,Gayl Jones,National Book Award for Fiction,Shortlist,0807029947,11/16/2022,9780807029947
